CustomerID,Recency,Frequency,Monetary,TenureDays
13650,23,7,216934.65,250
13651,41,2,22077.86,4
13652,52,3,191070.64,322
13654,49,6,405233.58999999997,230
13655,120,2,146244.18,127
13656,171,2,123607.61,172
13657,17,2,33817.22,190
13658,16,7,266359.03,194
13659,203,3,316431.23,123
13662,92,7,153387.92,173
13663,185,1,26632.350000000002,0
13666,66,3,35841.06,227
13667,155,1,255394.62,0
13668,9,29,1266981.16,359
13669,57,2,14004.16,98
13670,81,1,70319.98,0
13672,307,6,38168.5,32
13673,25,2,169359.89,13
13675,157,2,66960.99,133
13678,158,1,46851.619999999995,0
13680,7,5,596223.43,337
13681,24,4,143215.76,137
13682,193,1,8076.55,0
13684,292,2,58308.42,0
13685,9,7,86301.37,57
13686,189,1,19808.019999999997,0
13689,69,1,17268.29,0
13690,65,1,19887.06,0
13692,31,5,130092.94,211
13693,331,2,13971.679999999998,0
13694,10,60,1544184.98,369
13695,37,15,192677.37,228
13697,45,1,40682.59,0
13699,161,1,40914.0,0
13700,32,10,509166.29,300
13703,324,1,112.94999999999999,0
13704,11,10,311530.57,83
13705,14,3,60918.86,366
13706,309,1,63182.83,0
13707,273,2,105357.99,48
13708,277,1,99597.06,0
13709,10,17,869106.65,311
13710,38,1,29630.399999999998,0
13711,225,2,32391.77,0
13712,253,1,27602.84,0
13715,287,8,275050.62,91
13716,275,1,60193.68,0
13717,38,7,274317.85,266
13718,252,2,42717.420000000006,49
13719,21,5,164200.62,219
13720,123,4,116501.06999999999,138
13721,42,1,68856.3,0
13722,126,4,208459.65,162
13723,223,1,10056.54,0
13725,56,11,294830.98,258
13726,45,2,128819.66,61
13727,35,2,49977.009999999995,4
13728,43,6,163568.09,273
13730,142,2,106281.28,25
13731,225,2,108711.59,27
13732,34,1,78771.63,0
13735,31,8,552795.72,209
13736,11,3,475232.51,255
13737,206,1,90127.68,0
13739,24,1,9664.279999999999,0
13740,247,1,54784.46,0
13741,78,4,82674.37,145
13742,23,14,857114.68,303
13743,9,8,99600.34,256
13744,101,2,171506.12,197
13745,157,2,66271.73,10
13747,380,1,1058.8899999999999,0
13748,102,5,67824.85,278
13750,60,5,53741.81,283
13751,294,1,10266.48,0
13752,130,6,178611.2,122
13753,294,1,89890.27,0
13754,158,2,25047.75,165
13755,10,10,876902.87,59
13756,8,15,396255.19,365
13758,18,7,330178.68,361
13759,39,2,82720.06,37
13760,60,2,136472.08,202
13761,56,2,148649.36,129
13762,210,2,28794.02,14
13763,69,3,39190.3,107
13764,77,3,553777.09,266
13767,8,52,1019774.73,371
13769,8,16,354993.38,365
13771,70,5,322025.26,182
13772,40,3,514539.88,205
13774,88,1,69742.26,0
13777,7,41,560752.2,372
13778,109,1,26599.14,0
13780,13,2,128506.21,163
13781,257,1,34760.5,0
13782,19,6,311392.61,315
13784,16,11,67842.05,322
13786,373,1,10319.4,0
13787,82,2,68335.72,288
13790,10,1,106682.19,0
13791,49,3,51133.15,124
13792,72,2,29615.07,221
13798,7,63,1123404.12,370
13799,123,2,105317.24,177
13800,316,1,79143.27,0
13801,73,1,53772.1,0
13802,144,6,153808.75,222
13803,261,1,27285.64,0
13804,37,7,372805.36,259
13805,58,2,32915.2,76
13806,70,1,26983.07,0
13807,373,1,17628.260000000002,0
13808,12,5,202817.91,91
13809,311,1,49685.33,0
13810,35,4,98311.06999999999,27
13811,190,4,26795.27,55
13812,48,3,89337.48,63
13813,46,5,180522.66999999998,95
13814,62,3,165658.06,81
13815,28,5,446880.67,296
13816,30,4,79378.07,40
13817,35,2,57923.44,322
13819,308,3,73834.92,18
13821,151,2,156312.71,116
13822,12,2,242136.12,34
13823,25,2,104531.97,72
13824,39,5,124295.67,277
13826,164,2,44179.740000000005,18
13827,64,3,238833.1,85
13828,28,1,34533.35,0
13829,365,1,2914.2799999999997,0
13831,22,6,191040.64,353
13832,24,2,8204.41,1
13833,165,1,55715.17,0
13835,31,4,136949.27,190
13837,218,2,38753.73,105
13838,12,4,428648.25,364
13841,259,1,506.92,0
13842,65,9,542759.41,308
13844,17,1,63041.19,0
13845,71,1,41839.94,0
13846,31,4,122990.09999999999,335
13848,98,3,13417.849999999999,273
13849,58,2,243185.77000000002,119
13850,94,2,247584.74,41
13851,102,3,218341.00999999998,192
13853,15,2,65606.03,48
13854,15,29,253673.37,356
13856,175,5,47689.35,34
13858,63,1,23196.45,0
13859,332,1,49400.04,0
13860,7,6,162172.7,85
13862,24,10,336679.0,314
13863,251,2,48756.11,2
13865,64,4,81547.81,231
13866,80,1,10527.880000000001,0
13867,37,3,139072.99,186
13868,13,2,90739.53,31
13869,129,4,718946.4,233
13870,8,10,300938.88,285
13871,29,14,818340.48,286
13873,126,4,58662.39,190
13874,364,1,55584.08,0
13875,60,5,281421.46,247
13876,70,1,17837.239999999998,0
13877,92,1,14054.710000000001,0
13878,61,1,82748.63,0
13880,27,13,435644.04,345
13881,10,22,510590.15,308
13882,9,6,162768.22,61
13883,7,9,399928.78,325
13884,13,6,130655.64,276
13885,195,2,63574.229999999996,11
13886,77,1,39543.89,0
13887,210,1,62596.5,0
13888,126,2,90626.95999999999,98
13889,99,1,38831.38,0
13890,7,14,254055.55,357
13892,33,4,53196.35,219
13893,304,1,43280.9,0
13894,28,5,75607.71,288
13895,27,5,304730.73,143
13897,56,1,41090.14,0
13898,332,1,45155.009999999995,0
13899,22,2,57759.43,258
13900,189,3,110742.95,79
13901,78,5,371783.82,246
13904,43,2,61555.75,257
13908,86,5,285996.55,196
13911,63,9,365822.07,251
13914,10,3,72316.26,32
13917,56,2,44052.69,141
13918,56,2,69213.93,203
13919,59,3,79341.97,68
13922,358,1,10779.100000000002,0
13923,60,1,36782.8,0
13924,8,11,363661.13,70
13925,42,6,119489.96,98
13926,29,1,24980.62,0
13927,81,1,52464.01,0
13928,17,4,63786.41,122
13929,175,3,33356.68,157
13930,64,2,42805.64,78
13931,92,3,142534.03,195
13932,301,1,44071.04,0
13933,115,2,59252.62,39
13934,270,1,75031.52,0
13936,177,2,48915.19,8
13937,175,1,12191.849999999999,0
13938,41,1,20554.51,0
13939,29,4,113529.99,288
13940,23,4,115853.81,126
13941,28,7,147083.94,350
13946,85,3,20913.84,188
13947,71,1,12456.099999999999,0
13948,367,1,12115.97,0
13949,9,6,420987.36,91
13950,17,5,85752.47,235
13951,182,3,97570.59,118
13952,217,3,331565.59,27
13953,13,7,54060.47,345
13954,8,3,70317.8,69
13955,160,2,94362.56,151
13956,11,5,386037.66,266
13958,378,1,11635.04,0
13959,85,3,190554.5,283
13960,27,2,25854.46,50
13962,28,2,13621.09,223
13963,314,4,88535.48,59
13967,152,1,6532.799999999999,0
13969,13,20,1729114.47,357
13971,15,11,407200.68,276
13972,77,2,40777.78,131
13973,293,1,24702.37,0
13974,55,1,60929.79,0
13975,37,7,931116.3200000001,245
13976,213,1,34299.26,0
13978,21,2,23014.68,30
13979,79,1,139483.79,0
13980,66,1,19791.64,0
13982,45,5,279928.39,326
13983,36,13,304081.58999999997,337
13984,33,6,44482.42,339
13985,10,16,928803.54,260
13986,23,1,39826.41,0
13988,26,9,629911.62,234
13989,72,2,102905.06,173
13990,219,1,50683.61,0
13991,18,7,213826.06,131
13992,36,1,11003.04,0
13993,38,12,318887.8,298
13994,10,6,349495.48,144
13995,21,6,214701.52,230
13999,16,15,567757.55,351
14000,212,2,49546.08,4
14001,52,4,89831.9,327
14002,140,2,131130.65,22
14004,49,7,444061.79,245
14005,16,5,210616.75,206
14006,122,3,76937.41,196
14009,204,3,107036.04,7
14012,284,1,33799.09,0
14013,116,3,92825.87,165
14014,83,1,98297.88,0
14015,59,1,50753.53,0
14016,160,5,378569.83,203
14019,53,4,183929.06,91
14020,23,2,102882.72,71
14021,161,3,64406.479999999996,101
14022,231,1,82193.81,0
14023,13,2,91600.55,242
14024,128,2,46861.11,2
14027,67,1,6752.02,0
14029,69,2,24206.100000000002,80
14030,24,8,617890.59,348
14031,13,23,695653.53,365
14032,8,18,356058.39,364
14034,28,4,206976.02,135
14035,35,5,189520.38,268
14036,291,1,107606.39,0
14037,182,2,67506.09,188
14038,84,4,281127.11,128
14039,39,1,11503.94,0
14040,47,15,649026.15,290
14041,272,1,63202.74,0
14044,33,4,545411.52,283
14045,115,4,18645.0,264
14046,290,1,24255.61,0
14047,15,7,105320.31999999999,364
14048,283,2,209646.05,27
14049,23,6,1279918.93,301
14050,38,2,160174.19,74
14051,7,26,586668.52,365
14052,26,1,116477.06,0
14053,130,2,14586.899999999998,35
14054,71,1,18140.61,0
14055,112,1,22905.469999999998,0
14056,7,29,2793456.92,282
14057,30,18,702024.12,336
14059,273,1,23870.17,0
14060,11,20,537982.18,368
14062,16,12,295193.93,354
14064,35,7,196849.84,245
14066,273,1,9401.41,0
14067,70,2,156129.91,32
14068,326,1,59982.04,0
14071,10,9,850611.16,261
14073,27,2,26620.45,11
14075,11,3,115184.67,256
14076,135,1,108333.08,0
14077,47,5,109762.72,233
14078,108,6,138524.63,271
14079,131,1,29376.48,0
14080,39,1,7824.0,0
14081,273,4,410275.22000000003,101
14082,371,1,111317.79000000001,0
14083,10,9,485681.08,367
14085,8,19,1119804.76,366
14087,9,2,181224.58,0
14088,16,14,1542446.39,312
14089,63,1,66827.15,0
14090,331,1,3874.4999999999995,0
14092,14,17,574385.77,365
14093,18,1,300141.05,0
14096,10,34,12965429.74,97
14098,43,1,72079.75,0
14099,22,12,676802.85,338
14100,144,1,81339.84,0
14101,80,6,78223.49,252
14102,11,8,186794.05,39
14104,161,2,36874.35,11
14105,91,2,230114.46,153
14107,58,8,296544.78,312
14108,37,3,126141.41,70
14109,29,2,37794.4,49
14110,10,13,417292.68,263
14111,20,5,19736.81,227
14112,29,12,439882.34,253
14113,10,8,132280.82,351
14114,280,2,46813.82,56
14116,26,5,182260.35,101
14117,150,1,16962.22,0
14119,360,1,7038.0,0
14121,10,6,340622.95,56
14124,90,1,8938.43,0
14125,17,3,414453.53,67
14126,14,4,38568.15,2
14127,129,3,95616.09,187
14128,67,2,112121.91,195
14129,8,5,148380.45,259
14130,325,1,169297.44,0
14132,8,12,533317.01,181
14133,136,5,78129.09,186
14135,8,15,336591.51,371
14138,8,2,125501.09,62
14139,52,1,79430.58,0
14140,10,3,189131.57,27
14141,9,6,101474.42,102
14142,379,1,62036.38,0
14143,140,1,21122.81,0
14145,53,5,29218.7,170
14146,15,6,653402.05,348
14147,55,3,16587.76,236
14148,240,1,2469.3,0
14149,219,3,122264.17,8
14150,42,2,56475.08,324
14152,81,3,136954.59,158
14154,245,2,130917.09,0
14155,272,1,7110.9,0
14156,16,66,3773194.82,362
14157,26,3,136075.24,265
14158,46,1,92141.5,0
14159,26,14,3008907.91,343
14161,222,3,281710.41,153
14162,180,2,74901.41,118
14163,93,4,153214.93,151
14164,77,2,80700.08,10
14165,282,1,69268.03,0
14167,45,4,153920.36,291
14171,104,1,179173.06,0
14173,17,4,65281.32,208
14174,39,1,65552.61,0
14175,57,7,397657.5,278
14176,303,5,103911.02,70
14177,91,5,113096.37,94
14178,15,7,779124.06,173
14179,47,2,420777.86,11
14180,17,31,645766.54,361
14184,73,1,54918.25,0
14185,337,1,8552.140000000001,0
14188,15,10,218153.32,301
14189,8,24,699924.63,366
14191,8,14,638196.85,218
14193,74,2,114580.39,201
14194,11,32,1526947.24,303
14195,208,3,18613.87,50
14196,113,1,23489.4,0
14198,10,7,103195.59999999999,235
14199,224,1,5284.15,0
14201,66,9,86228.07,299
14204,8,1,127652.46,0
14205,17,4,96705.87999999999,354
14206,245,2,39717.62,121
14208,101,1,29488.02,0
14209,17,7,198602.42,321
14210,97,7,319926.18,280
14211,59,13,280801.31,241
14212,96,1,20624.95,0
14213,378,1,15921.580000000002,0
14214,37,7,176156.71,246
14215,18,7,245036.89,356
14216,9,4,173559.83000000002,34
14217,8,24,239062.49,364
14218,49,1,38115.58,0
14219,10,1,21651.489999999998,0
14220,253,2,61207.47,110
14221,48,10,510852.34,296
14222,183,1,111632.17,0
14223,98,4,125196.79,171
14224,116,4,267301.44,209
14226,35,7,176692.14,240
14227,32,15,477505.18,258
14229,58,5,109191.64,281
14231,185,5,152971.09,109
14232,38,8,291514.66,232
14233,50,5,133523.5,273
14234,28,4,410071.28,35
14235,16,6,198795.02,250
14236,87,2,39937.29,291
14237,379,1,13069.22,0
14238,332,1,24375.88,0
14239,49,13,273099.73,272
14240,36,2,117511.15,195
14241,190,1,31636.78,0
14242,241,2,36398.17,91
14243,15,14,366835.53,357
14245,182,5,262358.57,87
14246,117,3,161159.43,135
14247,284,1,52197.47,0
14248,324,1,30923.949999999997,0
14250,13,3,228801.75,82
14251,8,5,215398.65,55
14256,260,3,164080.52,110
14257,57,6,283438.05,267
14258,15,10,277805.84,328
14259,148,1,9023.91,0
14261,57,2,106929.53,27
14262,14,8,318200.56,232
14264,161,3,46918.94,217
14265,115,2,62589.81,39
14267,157,7,175902.09,109
14270,338,1,74635.2,0
14271,232,1,29298.9,0
14272,80,2,87874.29,180
14273,57,4,59799.86,190
14276,94,5,180511.79,201
14277,21,4,542296.53,197
14280,203,1,25507.65,0
14282,9,15,391609.2,364
14284,37,3,91079.92,55
14285,27,4,64564.39,155
14286,30,5,718291.11,219
14287,14,4,46098.87,190
14288,218,2,54871.979999999996,1
14289,15,6,130248.56,280
14290,17,6,262166.87,350
14291,8,12,649700.19,273
14292,14,14,292267.98,318
14293,9,4,132631.45,365
14295,46,2,16744.5,292
14297,24,6,162421.23,257
14298,9,45,4123714.52,357
14299,14,18,422622.29,358
14300,25,1,6314.530000000001,0
14301,114,2,33233.99,9
14304,229,2,67430.09,78
14305,77,5,285669.2,64
14306,57,3,81820.44,34
14307,95,6,470783.79,284
14309,14,10,301062.94,350
14311,231,2,69414.35,17
14312,53,6,230545.81,290
14314,113,1,15682.89,0
14315,27,7,288186.69,245
14317,71,1,61217.69,0
14320,213,3,126032.53,126
14321,17,5,302020.55,322
14323,121,4,107796.58,123
14326,241,2,32004.02,7
14327,169,1,30952.36,0
14329,15,14,683107.66,320
14331,130,2,71468.86,10
14332,29,3,72997.27,125
14333,70,2,66939.41,3
14334,23,9,412504.44,341
14335,22,2,143261.9,80
14336,23,4,272773.6,259
14338,164,4,88866.21,38
14339,241,4,52074.32,8
14340,225,1,13983.24,0
14341,51,9,333540.3,273
14342,27,6,52854.68,188
14344,133,8,172677.9,241
14345,45,1,16208.0,0
14346,127,2,135430.45,176
14348,266,1,36352.47,0
14349,16,1,81795.84,0
14350,277,2,59235.049999999996,3
14351,171,1,825.6,0
14352,163,4,107041.79,116
14353,221,1,14810.740000000002,0
14354,12,2,17504.57,24
14355,372,1,27122.170000000002,0
14356,66,4,104555.93,21
14357,49,1,107279.46,0
14359,25,6,138788.97,68
14360,38,4,287300.46,62
14362,28,1,97407.04,0
14364,115,8,170940.35,102
14367,14,19,1310924.87,267
14368,326,1,24253.29,0
14371,301,1,5244.12,0
14373,364,1,13983.33,0
14375,191,1,245584.48,0
14377,197,2,30192.829999999998,70
14379,50,2,120312.32,251
14381,58,1,136355.86,0
14382,32,1,350020.88,0
14383,44,3,145238.71,125
14385,15,3,55333.16,14
14386,303,1,17381.07,0
14387,39,3,389242.6,76
14388,15,10,481824.98,364
14389,15,5,167622.19,309
14390,16,13,760914.29,362
14393,224,1,7480.67,0
14395,8,12,847369.71,369
14396,71,2,175717.88,306
14397,7,23,229146.58,212
14400,147,2,78812.28,8
14401,10,14,441693.63,355
14403,136,5,65645.59,116
14404,40,7,261364.76,335
14406,125,1,38999.59,0
14407,113,9,172094.41,169
14408,17,7,217114.47,253
14409,77,7,173066.04,297
14410,22,15,751467.35,290
14411,317,1,34929.31,0
14412,41,3,116126.0,37
14413,368,1,73205.54,0
14414,98,8,254165.68,267
14415,7,18,1584518.15,359
14416,28,2,28539.79,20
14418,10,3,284550.69,104
14419,17,6,455352.91000000003,354
14420,91,2,96066.58,13
14421,63,2,75936.75,154
14422,7,6,546480.46,266
14423,224,1,4909.990000000001,0
14424,24,1,99.18,0
14426,25,16,641368.49,340
14427,56,2,46498.48,13
14428,13,7,384574.43,317
14431,305,2,72913.93,4
14432,16,6,942859.35,79
14434,28,6,31634.52,50
14436,105,1,15725.489999999998,0
14437,149,2,9889.92,222
14438,312,1,22552.98,0
14439,326,1,81150.16,0
14440,14,5,133166.34,357
14441,7,10,154450.82,364
14442,8,5,188626.0,315
14443,60,7,267124.09,318
14446,7,4,779099.49,245
14447,25,5,178925.12,261
14448,15,2,44508.36,354
14449,25,4,702839.77,353
14450,187,3,106568.23,139
14451,66,2,284058.36,134
14452,17,2,168434.88,83
14453,196,1,51032.99,0
14456,11,14,2557460.04,137
14457,317,1,10607.48,0
14459,161,1,114738.86,0
14460,116,4,27430.0,200
14461,154,3,443219.55,113
14462,70,15,621682.26,275
14463,104,3,9385.77,107
14465,253,3,346717.99,56
14466,35,7,176185.51,343
14467,24,4,253337.14,295
14470,18,2,114454.76,275
14472,110,8,703967.29,251
14473,80,2,30738.49,208
14474,49,2,64707.58,2
14475,78,6,126771.06,233
14476,263,1,40937.21,0
14477,26,5,23500.79,277
14479,260,2,33396.33,111
14480,17,1,44752.99,0
14481,171,2,97402.47,122
14482,24,6,390529.62,220
14483,156,2,16546.94,131
14484,56,1,47959.51,0
14485,45,1,124589.74,0
14487,33,7,381040.75,341
14488,57,2,151750.81,16
14489,213,1,67646.44,0
14491,181,2,41958.03,197
14493,13,7,338866.22,147
14494,32,1,20158.9,0
14495,57,2,11355.279999999999,70
14496,318,2,38017.65,61
14497,307,2,77460.33,7
14498,49,5,480514.87,319
14499,32,3,570743.93,252
14500,94,3,16246.74,101
14501,70,3,16230.02,255
14502,26,14,1640323.67,293
14503,9,6,427917.11,175
14504,53,4,315885.95,231
14505,23,11,1981005.06,344
14506,23,5,776958.44,351
14507,30,7,256291.69,252
14508,28,2,169728.11,67
14511,17,6,189383.57,122
14512,194,2,50216.67,44
14513,107,4,34714.36,188
14514,67,3,211171.62,270
14515,24,6,249262.4,200
14517,39,2,58634.92,108
14518,70,1,43149.04,0
14520,8,2,14651.98,289
14522,30,4,28587.100000000002,173
14523,114,1,21768.4,0
14524,38,9,552080.26,329
14525,15,13,712466.03,352
14527,9,86,2643709.28,371
14528,43,1,46487.38,0
14529,66,3,612598.27,50
14530,32,6,556219.88,270
14532,242,4,170039.81,115
14533,31,9,163882.62,328
14534,9,25,1411160.42,316
14535,65,4,913089.01,189
14536,266,1,60395.61,0
14537,64,1,21796.87,0
14538,71,2,34112.98,191
14539,22,2,93867.16,28
14540,16,3,227952.29,299
14541,65,8,264339.43,260
14542,192,1,11442.43,0
14543,10,21,282036.63,360
14544,30,2,307526.35,337
14546,10,9,1075570.24,244
14547,10,9,936651.23,50
14548,157,2,3494.8999999999996,167
14549,317,1,136274.61000000002,0
14550,17,2,114798.78,33
14551,24,2,18158.82,185
14552,158,1,161951.91,0
14553,25,5,255472.24,319
14554,16,4,524945.39,42
14555,63,2,58351.22,244
14557,70,2,69683.72,21
14560,13,24,162292.65,350
14561,82,3,156038.41,108
14562,10,22,1204344.86,300
14565,102,6,276587.71,265
14566,117,1,5832.07,0
14567,41,3,86391.61,95
14569,7,1,21284.63,0
14570,287,2,87735.33,0
14572,9,10,645674.39,320
14573,186,13,587979.47,192
14576,378,1,6673.799999999999,0
14577,19,4,310587.39,350
14578,9,1,45530.93,0
14581,23,1,52430.69,0
14582,47,1,14568.42,0
14583,12,5,873781.1,200
14584,175,5,242264.36000000002,29
14585,56,1,96239.04,0
14586,233,3,62017.66,49
14587,25,10,909563.96,312
14589,378,1,11777.56,0
14591,21,4,490669.28,197
14592,41,3,373854.39,28
14593,28,3,408122.12,177
14594,13,2,131405.72,365
14595,26,6,268368.09,293
14597,17,2,148522.13999999998,180
14598,50,1,129654.7,0
14600,312,1,43938.87,0
14601,17,1,21518.03,0
14603,281,1,4768.549999999999,0
14606,7,128,7144512.92,372
14607,22,17,294992.63,245
14608,10,4,50205.08,358
14609,78,4,3438.58,224
14616,249,3,6114.530000000001,74
14618,15,4,48618.630000000005,356
14619,245,2,60138.52,6
14620,210,3,77439.90000000001,79
14621,7,6,264761.85000000003,357
14622,191,1,60283.62,0
14623,38,6,335072.11,203
14624,63,2,33733.68,1
14625,191,5,145086.47,186
14626,15,7,290100.38,224
14627,318,1,14463.900000000001,0
14628,97,2,49151.11,151
14629,10,3,424150.32,43
14631,57,3,102429.48,248
14632,269,1,25179.27,0
14633,272,1,50921.47,0
14636,42,2,64477.68,232
14638,57,1,60538.51,0
14639,58,8,417802.45,309
14640,22,8,279071.52999999997,211
14641,28,1,17037.87,0
14642,65,1,1790.83,0
14643,176,3,93918.70999999999,187
14644,15,4,76440.93,289
14645,163,2,52406.74,118
14646,8,77,5418075.66,353
14647,207,1,47976.13,0
14649,11,4,483894.11,207
14651,73,2,279177.9,143
14652,83,1,77347.8,0
14653,7,7,581664.21,337
14655,10,5,102032.13,218
14656,175,2,198693.38,114
14657,24,5,362473.74,308
14658,11,2,81958.26,111
14659,15,12,678514.76,306
14660,93,2,85323.97,14
14661,33,1,11735.220000000001,0
14662,35,4,488050.89,287
14664,26,2,251612.49,13
14665,67,7,305356.55,250
14666,30,1,30056.83,0
14667,17,27,1402944.08,357
14669,248,3,419083.95,90
14670,286,2,325972.86,0
14672,241,2,155487.82,101
14673,9,5,176305.11000000002,364
14675,22,1,246135.78,0
14676,37,8,93484.83,269
14679,378,1,524.8,0
14680,31,23,855424.83,346
14681,77,3,20654.71,140
14682,194,2,12141.86,13
14684,32,5,1123818.42,336
14687,113,1,28929.76,0
14688,14,27,986406.25,366
14689,215,1,40496.55,0
14690,50,3,109678.02,107
14691,37,5,185442.66,182
14692,143,5,166416.59,185
14693,271,1,24182.239999999998,0
14696,10,9,276372.8,368
14697,224,2,64342.65,0
14698,8,5,497925.2,49
14699,220,1,15288.89,0
14700,38,3,268868.11,206
14701,17,12,843891.14,305
14702,7,18,923272.92,364
14703,21,1,62146.909999999996,0
14704,17,9,1071542.66,168
14705,205,1,540.6,0
14708,9,4,68825.73999999999,365
14709,21,14,521532.18,343
14710,20,4,402133.67,45
14711,16,12,801216.0,252
14712,35,3,69177.89,82
14713,15,12,914784.7,355
14714,30,1,44033.62,0
14715,31,4,191650.48,306
14716,49,2,163311.74,105
14719,8,6,606783.9,247
14720,12,3,82984.77,120
14722,153,1,64510.700000000004,0
14723,16,6,762259.32,361
14725,31,1,147628.58,0
14727,280,1,38496.64,0
14729,380,1,171449.72,0
14730,7,8,1343518.6300000001,275
14731,53,3,107492.66,165
14732,14,10,385627.73,330
14733,15,15,491609.41,358
14735,10,34,530100.41,354
14737,10,3,33408.71,349
14738,45,9,136617.2,276
14739,8,8,148434.23,364
14740,197,4,204917.44999999998,92
14741,18,6,154107.6,361
14744,22,9,50972.22,350
14745,119,6,164547.92,172
14747,254,2,56995.880000000005,1
14748,35,6,221324.76,339
14752,50,1,21362.730000000003,0
14753,93,1,62090.57,0
14754,51,2,90288.19,250
14755,16,12,610902.72,324
14756,21,1,113712.8,0
14757,81,1,52246.15,0
14758,151,4,150426.24,114
14759,11,3,267770.02999999997,228
14760,300,2,10239.94,2
14761,65,2,30871.72,276
14762,270,1,55899.36,0
14764,50,2,20797.96,2
14765,35,3,105546.49,147
14766,14,8,362467.05,364
14768,23,3,7207.5599999999995,109
14769,9,10,2741330.03,354
14770,238,2,143922.33000000002,90
14772,118,1,19997.85,0
14775,64,3,148897.19,313
14776,57,13,353164.5,261
14777,10,2,3482.05,353
14778,133,2,90974.48,181
14779,287,3,93965.99,43
14780,61,2,64842.05,24
14782,326,1,10768.86,0
14784,32,2,44682.54,297
14785,16,2,4373.01,4
14788,13,2,62677.51,19
14789,35,1,14965.27,0
14790,23,4,85297.67,236
14792,70,2,13669.19,0
14793,10,2,47447.96,17
14794,9,9,220963.56,331
14795,172,1,14302.58,0
14796,7,27,2892647.33,365
14798,59,3,38984.87,257
14799,57,1,28774.62,0
14800,54,16,1011381.63,322
14801,67,1,181224.7,0
14803,168,3,155122.43,130
14804,15,1,23720.16,0
14805,21,4,131660.21,298
14806,81,1,22918.83,0
14808,46,15,710662.41,132
14810,47,11,630668.29,328
14813,376,2,73706.89,0
14815,43,2,141203.53,31
14816,203,1,6264.03,0
14817,206,2,174474.15,76
14818,80,3,127280.1,179
14819,70,2,41327.35,127
14820,27,4,79807.24,152
14821,373,1,2406.11,0
14823,186,3,183384.36,14
14824,16,4,84823.39,81
14825,10,12,315856.07,364
14828,203,3,65921.39,140
14829,35,6,134901.31,343
14830,59,1,104694.44,0
14834,24,8,210739.05,222
14836,16,3,19436.5,20
14837,96,5,275880.71,111
14840,274,1,6572.68,0
14841,59,6,411249.78,305
14842,41,8,370697.51,272
14844,70,4,306767.13,177
14847,155,1,26038.81,0
14849,28,28,971713.4,351
14850,318,2,66731.47,56
14851,29,2,66797.03,232
14852,64,6,357856.14,193
14853,15,3,31018.749999999996,202
14854,84,8,307477.54,196
14855,125,2,51924.18,15
14856,42,3,152426.26,20
14857,66,3,134734.54,88
14859,19,5,119852.73,191
14860,15,2,26348.57,10
14861,58,1,17156.02,0
14862,32,2,115738.13,122
14863,35,1,26759.35,0
14865,13,2,8979.18,364
14866,17,13,252604.5,355
14867,192,4,75655.11,182
14868,9,9,364794.38,230
14869,10,3,162596.56,99
14870,268,1,31884.47,0
14871,9,4,230506.05,357
14873,216,1,62731.5,0
14875,15,5,145264.75,253
14878,19,9,307151.98,345
14880,83,3,116321.2,211
14881,26,1,47280.87,0
14882,33,2,22019.36,7
14883,25,7,110281.94,193
14885,138,1,52333.18,0
14886,259,1,27329.16,0
14887,85,1,12531.49,0
14888,213,1,64560.06,0
14889,342,1,21451.03,0
14890,260,1,14484.59,0
14891,154,2,88357.88,39
14893,16,2,184959.0,2
14894,91,1,43289.1,0
14895,14,24,1290756.28,314
14896,211,2,107197.14,160
14897,14,4,141626.49,289
14898,29,8,325427.44,347
14901,17,10,246330.09,361
14902,27,2,54726.41,4
14903,27,10,951338.04,257
14904,8,2,181788.6,23
14905,160,3,47363.52,79
14907,9,10,413633.26,364
14908,80,1,15160.939999999999,0
14910,9,7,93163.0,51
14911,7,248,15362741.47,372
14912,23,3,82720.81999999999,230
14913,42,4,210556.63,323
14915,92,3,29338.07,192
14916,77,5,198211.49,253
14918,122,2,121922.92,38
14920,219,2,132280.72,0
14921,36,2,213475.28,171
14923,57,1,128404.27,0
14924,252,1,26288.31,0
14929,38,1,29862.44,0
14930,115,3,285432.77,165
14931,11,6,117525.33,236
14932,372,1,37160.84,0
14934,79,3,192734.21,209
14935,303,1,39815.82,0
14936,15,9,876719.07,266
14937,63,4,74481.48,73
14944,36,14,466437.99,322
14946,20,1,6348.8,0
14947,78,2,25333.350000000002,58
14948,29,7,164265.53,196
14950,15,2,47206.83,10
14951,85,1,52991.88,0
14952,52,15,371384.94,320
14953,31,1,132180.82,0
14954,18,1,221909.59,0
14957,259,1,38159.6,0
14958,153,3,105494.6,98
14959,65,5,180027.86,237
14960,14,2,80510.72,162
14961,17,12,793270.27,349
14962,277,1,10655.17,0
14963,16,5,472352.43,173
14964,253,1,28418.93,0
14965,102,2,199305.54,0
14966,21,1,82295.17,0
14967,56,1,20320.66,0
14968,36,1,91388.59,0
14970,74,4,83448.20999999999,248
14971,41,3,432271.8,8
14972,134,1,43358.8,0
14973,113,3,77545.79000000001,118
14974,43,1,49716.75,0
14975,63,1,20546.940000000002,0
14976,63,8,180362.24,269
14978,78,5,586423.63,258
14981,252,1,22937.03,0
14984,25,2,92778.41,161
14985,204,2,225385.67,159
14987,22,2,14480.890000000001,349
14988,218,1,77797.77,0
14995,45,2,166354.4,241
14997,52,4,75941.79,131
14998,176,2,191378.69,71
